,id,name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,review_per_month
2491,759893468198280917,"Blueground | Theatre District, gym, nr theaters",Downtown,42.3511858,-71.06401699999999,Entire home/apt,214.0,32,0,NA,1.79,352,142,0,NA,1.79
2492,759894024434692037,"Blueground | Allston, gym & w/d, nr griggs t",Allston,42.347766,-71.13362289999999,Entire home/apt,136.0,32,0,NA,1.79,352,362,0,NA,1.79
2493,760139528967323320,Newly Renovated | Top Floor | 3 BR condo | Southie,South Boston,42.33513,-71.05451,Entire home/apt,184.68,1,115,2024-12-02,4.53,1,0,63,STR-494482,4.53
2494,760402775627338023,Private Room in Quaint Victorian Home,Roxbury,42.324499935324376,-71.0821790504146,Private room,114.0,1,30,2024-06-23,1.45,1,190,4,STR-515996,1.45
2495,761019874476699080,"Minutes to Airport, Train, Downtown & Free Parking",East Boston,42.3846216,-71.00165059999999,Entire home/apt,150.0,4,46,2024-12-09,2.92,1,299,36,STR-523410,2.92
2496,761353275730186662,"Blueground | Beacon Hill, w/d, nr boston common",Beacon Hill,42.359547,-71.0634099,Entire home/apt,175.0,32,1,2024-06-29,0.17,352,224,1,NA,0.17
2497,761463490529718145,"(63-3) Beacon Hill, Location! near MGH &T station!",Beacon Hill,42.35931,-71.06947,Entire home/apt,155.0,28,39,2024-11-03,1.56,76,241,25,STR-571777,1.56
2498,762301524209790810,2 Story Charlestown Gem,Charlestown,42.3775,-71.06687,Entire home/apt,415.0,3,45,2024-12-08,2.11,1,350,23,STR-493935,2.11
2499,762385151964696601,Shady Sage Hideaway,Jamaica Plain,42.31346,-71.1084,Private room,75.0,29,5,2024-08-31,0.25,1,348,2,STR-512012,0.25
2500,762582023948839729,West Roxbury 2nd flr private room with full bed,West Roxbury,42.27944568891227,-71.15931101620778,Private room,55.0,1,42,2024-11-09,2.0,13,293,18,STR-513970,2.0
2501,762779193061469131,"Blueground | Beacon Hill, w/d, nr boston common",Beacon Hill,42.359547,-71.0634099,Entire home/apt,175.0,32,2,2023-07-31,0.09,352,219,0,NA,0.09
2502,763010832921670696,Lux 2 BR/2 Bath w/ Amenities,South Boston Waterfront,42.35066,-71.04369,Entire home/apt,184.68,29,1,2023-12-05,0.08,17,19,0,Exempt: This listing is a unit used for furnished institutional or business stays,0.08
2503,763072543838886407,(W2) South End Studio w/Kitchen,South End,42.33977,-71.07719,Entire home/apt,103.0,1,40,2024-11-24,1.6,3,249,26,str-526502,1.6
2504,763110046866087334,"(MB5) Back Bay! Older Brownstone, 2bed 1.5 bath!",Back Bay,42.3516,-71.08066,Entire home/apt,278.0,1,95,2024-12-01,3.91,2,229,49,STR-531165,3.91
2505,764378872296800230,Studio Getaway,East Boston,42.36716,-71.03568,Entire home/apt,112.0,1,97,2024-12-16,4.72,3,79,40,STR-544991,4.72
2506,765006355721890182,"Blueground | Chinatown/Theater Dist, gym, nr t",Downtown,42.3511858,-71.06401699999999,Entire home/apt,161.0,32,0,NA,1.79,352,268,0,NA,1.79
2507,765006895101554698,"Blueground | Beacon Hill, w/d, nr boston common",Beacon Hill,42.359547,-71.0634099,Entire home/apt,179.0,32,0,NA,1.79,352,295,0,NA,1.79
2508,765120412685249786,"Private bedroom, private bath, off-street parking",Dorchester,42.29318,-71.06116,Private room,65.0,32,4,2024-03-04,0.21,3,182,1,NA,0.21
2509,765269116404294925,*NEW* Back Bay | Symphony Suites #1,Fenway,42.34450252864977,-71.08865586441802,Entire home/apt,160.0,1,3,2024-10-14,0.96,60,69,3,STR-568786,0.96
2510,765787008400350554,Exquisite One-Bedroom Retreat in the Heart of the,South End,42.34599,-71.06385,Entire home/apt,300.0,29,3,2024-09-30,0.12,6,183,2,NA,0.12
2511,765841775181131141,"Blueground | Chinatown/Theater Dist, gym, nr t",Downtown,42.3511858,-71.06401699999999,Entire home/apt,159.0,32,0,NA,1.79,352,224,0,NA,1.79
2512,765842269075124283,"Blueground | Beacon Hill, w/d, nr boston common",Beacon Hill,42.359547,-71.0634099,Entire home/apt,139.0,32,0,NA,1.79,352,365,0,NA,1.79
2513,766443317316185027,"Blueground | Allston, nr boston u & green line",Allston,42.3527433,-71.12187410000001,Entire home/apt,140.0,32,0,NA,1.79,352,214,0,NA,1.79
2514,767351808354008385,"Blueground | Allston, nr boston u & green line",Allston,42.3527433,-71.12187410000001,Entire home/apt,138.0,32,1,2023-08-16,0.06,352,251,0,NA,0.06
2515,767352123386196599,"Blueground | Allston, nr boston u & green line",Allston,42.3527433,-71.12187410000001,Entire home/apt,138.0,32,0,NA,1.79,352,216,0,NA,1.79
2516,768023699088310062,Modern 1BR apt in Boston’s Roslindale Village,Roslindale,42.28212,-71.13348,Entire home/apt,185.0,2,96,2024-11-30,3.89,2,168,33,STR-513696,3.89
2517,768249035945598810,"*NEW, No sofa beds, Private, King bed, free parkin",Dorchester,42.296516843531954,-71.08035517801416,Entire home/apt,184.68,2,5,2023-04-29,0.23,1,0,0,STR-519163,0.23
2518,769452647701520315,Sweet Home,Fenway,42.34899925940456,-71.10641122095068,Entire home/apt,85.0,29,0,NA,1.79,1,47,0,NA,1.79
2519,769614253675332089,The Aldrich House: Historic Beacon Hill Luxury,Beacon Hill,42.3585533,-71.06614259999999,Entire home/apt,1400.0,29,6,2024-08-04,0.36,1,305,1,STR-518990,0.36
2520,770557500197301585,Amazing 1 bedroom apt in Boston,Beacon Hill,42.35936740577958,-71.06949858833637,Entire home/apt,88.0,29,5,2024-08-31,0.31,70,136,4,NA,0.31
2521,771117597362932880,Perfect North End Studio,North End,42.36667,-71.05215,Entire home/apt,145.0,1,112,2024-12-03,4.49,18,328,42,STR-515319,4.49
2522,771561286457257822,Comfortable Private Room #770 A,Jamaica Plain,42.32574,-71.10379,Private room,65.0,91,0,NA,1.79,116,202,0,NA,1.79
2523,771690696993014228,Upscale Penthouse Boston Common Chinatown Pool Gym,Downtown,42.35249943901865,-71.0642236854983,Entire home/apt,699.0,29,9,2023-11-10,0.39,13,90,0,Exempt: This listing is a unit used for furnished institutional or business stays,0.39
2524,771713680617274753,Luxurious & Spacious Townhome,Bay Village,42.34822,-71.0692,Entire home/apt,1529.0,2,12,2024-11-30,1.31,2,324,12,STR-516061,1.31
2525,772147697509231116,Nicest 1bedroom apt with 2beds in Boston,Beacon Hill,42.36017967439299,-71.06712181856926,Entire home/apt,78.0,29,2,2024-10-19,0.2,70,175,2,NA,0.2
2526,772245719782019151,3 Bed open-plan Boston home for big groups,Hyde Park,42.27013,-71.10741,Entire home/apt,236.0,2,127,2024-12-01,5.13,5,73,54,STR-513973,5.13
2527,772490458038747328,Boston 1 bedroom apt with 2 beds,Beacon Hill,42.358534336470825,-71.06795589245175,Entire home/apt,103.0,29,3,2024-04-20,0.15,70,217,2,NA,0.15
2528,773990108250892522,A Sweeter Place (C) managed by Andrea,Mattapan,42.27713,-71.08175,Private room,25.0,30,6,2024-11-15,0.28,4,307,4,STR-515739,0.28
2529,774611525121651574,Hidden Gem 2 BR/1BA near Zoo 3 mil downtown Fenway,Roxbury,42.32428,-71.07315,Entire home/apt,182.0,1,139,2024-12-05,6.43,1,299,62,STR-545053,6.43
2530,774890533736849094,Heart of Boston 1 bed 1 sofa bed,Beacon Hill,42.360798857003445,-71.06740890836511,Entire home/apt,80.0,29,8,2024-11-30,0.58,70,141,7,NA,0.58
2531,775261963711450110,"Blueground | Downtown, w/d & gym, nr greenway",Chinatown,42.3522851,-71.05910879999999,Entire home/apt,184.68,32,0,NA,1.79,352,0,0,NA,1.79
2532,775659358800865129,Boston 3bed apt with an office,Beacon Hill,42.35927181161496,-71.06496319938758,Entire home/apt,184.68,29,0,NA,1.79,70,48,0,NA,1.79
2533,775968020896070018,"Boston Studio, 7 minute walk to T",Dorchester,42.31971,-71.05937,Entire home/apt,76.0,31,1,2024-04-01,0.11,9,365,1,NA,0.11
2534,776039493275240855,Lux 2Bed/2Bath in Seaport,South Boston Waterfront,42.35035,-71.0455,Entire home/apt,184.68,29,2,2024-03-02,0.08,17,0,1,Exempt: This listing is a unit used for furnished institutional or business stays,0.08
2535,776171132229801192,109S3 | The Strathmore 3 w/AC | 2BR 2BA | Bi-Level,Mission Hill,42.33316,-71.10965,Entire home/apt,100.0,30,2,2024-09-30,0.47,38,365,2,NA,0.47
2536,776357275298272961,5 Bed Boston Home with free parking,Roslindale,42.28187,-71.11391,Entire home/apt,342.0,2,27,2024-11-30,1.14,5,72,21,STR-519654,1.14
2537,776419658774901321,Art Penthouse / Roofdeck in the Heart of Boston,Back Bay,42.34925,-71.0841,Entire home/apt,1264.0,2,25,2024-11-30,1.16,1,340,15,STR-520200,1.16
2538,776610853880546976,"Blueground | Downtown, w/d & gym, nr greenway",Chinatown,42.3522851,-71.05910879999999,Entire home/apt,158.0,32,0,NA,1.79,352,329,0,NA,1.79
2539,776676483327846870,Beautiful Fully Renovated Monthly Rental Furnished,East Boston,42.37886659999999,-71.03279979999999,Entire home/apt,160.0,60,2,2024-05-12,0.13,1,353,1,NA,0.13
2540,776851735956727538,South End Duplex w Huge Roofdeck,South End,42.33976,-71.0758,Entire home/apt,900.0,3,7,2024-05-27,0.34,1,214,4,STR-515972,0.34
2541,776971614888195449,One T stop from Downtown,East Boston,42.36593455069983,-71.0355713888855,Entire home/apt,200.0,29,7,2024-06-30,0.31,2,363,3,NA,0.31
2542,777788877731506004,West Roxbury 2nd flr private room with twin bed,West Roxbury,42.27774809851245,-71.1608494183274,Private room,50.0,1,22,2024-10-15,1.04,13,180,9,STR-513970,1.04
2543,777800715043740407,W Roxbury 2nd flr private room double bed & sofa,West Roxbury,42.27931,-71.16127,Private room,70.0,1,33,2024-12-03,1.63,13,90,19,STR-513970,1.63
2544,778887634322331780,Boston's Finest 2 Bedroom Home,Dorchester,42.289678488923215,-71.08004640230429,Entire home/apt,225.0,2,40,2024-10-28,1.89,2,348,18,STR-460728,1.89
2545,779815225467352018,Boston Beacon Hill Studio Double bed,Beacon Hill,42.36024,-71.06741,Entire home/apt,80.0,29,4,2024-12-17,0.21,70,179,2,NA,0.21
2546,779875059629800062,Beacon Hill 2 bed apt affordable,Beacon Hill,42.35824311593556,-71.06601636102484,Entire home/apt,110.0,29,1,2024-08-01,0.21,70,167,1,NA,0.21
2547,780664602488325149,Entire 2BR home near shops & public transportation,Hyde Park,42.26668,-71.12718,Entire home/apt,167.0,91,1,2024-01-14,0.09,1,364,1,NA,0.09
2548,780711147103807485,Fort Hill/Highland Park Townhome,Roxbury,42.322700702865255,-71.09304891117581,Entire home/apt,300.0,29,39,2023-09-26,1.65,1,269,0,STR-539410,1.65
2549,781001738751122967,"Blueground | North Station, gym, nr td garden",Downtown,42.3650387,-71.0602864,Entire home/apt,157.0,32,0,NA,1.79,352,365,0,NA,1.79
2550,781057836995926888,Walk! Location- steps from the T,Fenway,42.34997,-71.09586,Entire home/apt,97.0,1,97,2024-11-29,4.42,18,229,45,Exempt: This listing is a unit that has contracts with hospitals,4.42
2551,781698350065782786,"Blueground | Back Bay, gym & concierge, nr t",Bay Village,42.3504464,-71.06818659999999,Entire home/apt,173.0,32,0,NA,1.79,352,210,0,NA,1.79
2552,782675110910637353,JP Artist Oasis.,Jamaica Plain,42.31948,-71.10599,Entire home/apt,175.0,2,110,2024-11-30,4.93,1,326,54,STR-518597,4.93
2553,783392236156546737,Harbor View - Harbor View,Charlestown,42.37175,-71.05956,Private room,225.0,1,4,2024-09-28,0.55,8,165,4,STR-545898,0.55
2554,786807008620011176,"Blueground | Downtown, w/d & gym, nr greenway",Chinatown,42.3522851,-71.05910879999999,Entire home/apt,163.0,32,0,NA,1.79,352,294,0,NA,1.79
2555,787547697386254974,"Blueground | Financial District, gym, nr greenway",Chinatown,42.3522851,-71.05910879999999,Entire home/apt,164.0,32,0,NA,1.79,352,354,0,NA,1.79
2556,787569089132445733,Luxurious 2Br 2Ba unit in fenway,Fenway,42.34750371880735,-71.10035732780365,Entire home/apt,370.0,7,3,2023-07-31,0.14,62,355,0,Exempt: This listing is a unit used for furnished institutional or business stays,0.14
2557,788431140364663238,Renovated 3Br/1.5baths. Parking. Great location.,Brighton,42.346708771466666,-71.15158382803202,Entire home/apt,206.0,91,2,2023-12-21,0.13,1,365,1,NA,0.13
2558,788926688853715289,Newly Cozy 1-BR Apt (7B1) Near To Downtown Boston,Dorchester,42.29714,-71.08037,Entire home/apt,146.0,1,141,2024-11-30,5.83,7,346,80,STR-491593,5.83
2559,790042485512163978,Welcome to Your Private Oasis,Roslindale,42.2879258,-71.1399203,Private room,215.0,3,3,2024-05-19,0.18,3,364,1,STR-546206,0.18
2560,791467696621552585,Boston 2-bedroom apt w living room,Beacon Hill,42.35882959382679,-71.06726795707483,Entire home/apt,92.0,29,8,2024-11-06,0.43,70,52,7,NA,0.43
2561,791873378629717247,"Blueground | N Station, gym, nr boston landmarks",Downtown,42.365947,-71.063473,Entire home/apt,142.0,32,0,NA,1.79,352,261,0,NA,1.79
2562,792564392529290584,Pvt. Studio by Thatch | Beech Glen,Roxbury,42.32425660258438,-71.09445822373021,Entire home/apt,70.0,29,6,2024-07-27,0.33,60,169,4,NA,0.33
2563,793442721651271774,Luxurious & Spacious Townhouse!,Bay Village,42.34846902477936,-71.06763537817953,Entire home/apt,1300.0,29,0,NA,1.79,2,19,0,Exempt: This listing is a unit used for furnished institutional or business stays,1.79
2564,794003883570818185,New Luxurious 3-BR Apt (9B2) Near Downtown Boston,Dorchester,42.295936,-71.080832,Entire home/apt,250.0,1,156,2024-12-15,6.55,7,328,66,STR-491593,6.55
2565,794842805414477219,Gorgeous Victorian House in JP,Jamaica Plain,42.31651,-71.09984,Entire home/apt,992.0,3,5,2024-08-08,0.24,2,28,2,STR-520279,0.24
2566,794844467165235714,"Light-filled, stylish JP home",Jamaica Plain,42.31785580190387,-71.09964724789793,Entire home/apt,184.68,3,16,2024-07-23,0.75,2,0,6,STR-520279,0.75
2567,796323905263755930,Downtown Boston Penthouse Condo,Bay Village,42.34887920000001,-71.0688545,Entire home/apt,1260.0,30,0,NA,1.79,1,131,0,NA,1.79
2568,796990908736037328,Cozy Studio with Great Wifi!,South End,42.34090324444709,-71.08044171879283,Entire home/apt,96.0,1,13,2024-11-02,0.73,33,342,10,Exempt: This listing is a hotel or motel,0.73
2569,797634392623375373,"Blueground | Allston, nr boston u & green line",Allston,42.3527433,-71.12187410000001,Entire home/apt,124.0,32,1,2024-02-05,0.09,352,253,1,NA,0.09
2570,797634833378646656,"Blueground | Allston, nr boston u & green line",Allston,42.3527433,-71.12187410000001,Entire home/apt,153.0,32,0,NA,1.79,352,224,0,NA,1.79
2571,797635200084843258,"Blueground | Allston, nr boston u & green line",Allston,42.3527433,-71.12187410000001,Entire home/apt,152.0,32,4,2024-04-14,0.24,352,203,1,NA,0.24
2572,797740187346427325,(J5) Sun Drenched Emerald Back Bay Studio,Back Bay,42.3538601932737,-71.07630671621459,Entire home/apt,144.0,1,118,2024-12-03,5.21,76,225,64,STR-546677,5.21
2573,798533622805798105,Studio in East Boston #2,East Boston,42.39019714924648,-71.00069295197193,Entire home/apt,90.0,1,71,2024-11-17,3.14,2,217,32,STR-566522,3.14
2574,799785700040128099,2bd in Quiet boston neighborhood near mbta,Hyde Park,42.25012042866413,-71.13245536960848,Entire home/apt,115.0,30,1,2024-04-01,0.11,11,322,1,NA,0.11
2575,800678625525343383,Luxury 2BD/2BA Near Airport 4238,East Boston,42.38592748765763,-71.00580958481616,Entire home/apt,130.0,29,32,2023-12-10,1.38,93,293,0,Exempt: This listing is a unit used for furnished institutional or business stays,1.38
2576,801227550338137362,"Blueground | Dorchester Savin Hills, nr milton t",Dorchester,42.2719604,-71.0677086,Entire home/apt,126.0,32,0,NA,1.79,352,365,0,NA,1.79
2577,801228312332129657,"Blueground | Jamaica Plain, w/d, nr olmstead park",Jamaica Plain,42.3216848,-71.1134287,Entire home/apt,191.0,32,0,NA,1.79,352,192,0,NA,1.79
2578,801579907291364351,Safe Studio near Hospitals in Boston,Downtown,42.352636043005845,-71.064378576224,Entire home/apt,62.0,1,1,2024-12-15,1.0,34,318,1,STR-423038,1.0
2579,802166318568085217,Comfortable Private Room #1403 D,Brighton,42.34214,-71.14449,Private room,69.0,91,0,NA,1.79,116,205,0,NA,1.79
2580,802166365901218905,Accessible Private Room #1516 B,Brighton,42.3542470506597,-71.147927336317,Private room,57.0,91,0,NA,1.79,116,203,0,NA,1.79
2581,802166403809860478,Classic Private Room #1233 C,Brighton,42.34980650999254,-71.14920041994405,Private room,184.68,91,0,NA,1.79,116,363,0,NA,1.79
2582,802166414075782402,Comfortable Private Room #587 B,Brighton,42.34920760705962,-71.14847880921563,Private room,184.68,91,0,NA,1.79,116,323,0,NA,1.79
2583,802166461233558007,Classic Private Room #583 D,Allston,42.35282,-71.12815,Private room,67.0,91,0,NA,1.79,116,91,0,NA,1.79
2584,802170401951888330,Practical Private Room #1341 H,Brighton,42.34215948094465,-71.15158133046559,Private room,55.0,91,0,NA,1.79,116,318,0,NA,1.79
2585,802780781022731649,"Blueground | N Station, w/d & gym, nr td garden",Downtown,42.365947,-71.063473,Entire home/apt,146.0,32,1,2024-03-31,0.11,352,288,1,NA,0.11
2586,802781307558619461,"Blueground | Chinatown/Theater Dist, gym, nr t",Downtown,42.3511858,-71.06401699999999,Entire home/apt,208.0,32,0,NA,1.79,352,270,0,NA,1.79
2587,803367130300649396,"Blueground | N Station, w/d & gym, nr td garden",Downtown,42.365947,-71.063473,Entire home/apt,213.0,32,0,NA,1.79,352,230,0,NA,1.79
2588,803385437045066931,Convenient Private Room #1238 B,Brighton,42.34732,-71.16311,Private room,50.0,91,0,NA,1.79,116,363,0,NA,1.79
2589,803385779755101640,Simple Private Room #1238 A,Brighton,42.34705,-71.16293,Private room,184.68,91,0,NA,1.79,116,203,0,NA,1.79
2590,803590050458462552,Very Nice 3Bedroom Close To Boston + Free Parking,Roslindale,42.27776,-71.11733,Entire home/apt,184.68,29,10,2023-10-25,0.47,13,365,0,STR-419049,0.47
2591,804299037876795981,Updated South Boston Unit with Deck,South Boston,42.33319799852546,-71.0478741472269,Private room,200.0,29,5,2024-06-03,0.25,8,365,1,STR-461452,0.25
2592,804444851986787690,StudioDeluxe near Harvard Business School,Allston,42.3607929,-71.1262631,Entire home/apt,133.0,75,4,2024-06-30,0.2,9,169,3,STR-383892,0.2
2593,804990982383837603,The Heart of Southie (Garage + Roof Deck),South Boston,42.33233759287259,-71.04820364738178,Entire home/apt,421.0,2,68,2024-12-15,3.46,2,236,42,STR-519394,3.46
2594,805804339902031542,1850s Charlestown Cottage,Charlestown,42.37856,-71.05927,Entire home/apt,184.68,2,13,2024-12-02,1.4,1,2,13,STR-549426,1.4
2595,805849464095237415,Studio in E. Boston #1,East Boston,42.389828263890514,-71.00259027290345,Entire home/apt,90.0,1,96,2024-12-05,4.47,2,212,49,STR-544965,4.47
2596,805985491369734223,Sunlit 1BR top floor condo in historic South End,South End,42.34233258756264,-71.06790635025413,Entire home/apt,184.68,3,12,2023-11-13,0.59,1,0,0,STR-518540,0.59
2597,806399242908056263,Guest Suite on the Hill,Dorchester,42.31201,-71.06022,Entire home/apt,195.0,1,70,2024-11-16,3.35,1,159,42,STR-492134,3.35
2598,806597151913967678,Practical Private Room #770 C,Jamaica Plain,42.32591,-71.10351,Private room,50.0,91,0,NA,1.79,116,121,0,NA,1.79
2599,807100202775921535,"Cozy Private Room with TV,Co-living Apt near BOS",South Boston,42.3321705536188,-71.03590369309421,Private room,184.68,29,5,2024-03-01,0.24,34,0,2,STR-522656,0.24
2600,807100249723439013,Lovely Private Room with Shared Kitchen near BMC,South Boston,42.33356815198421,-71.03459422733098,Private room,184.68,29,2,2023-12-23,0.1,34,360,1,STR-522656,0.1
2601,807720320430482194,"Blueground | N Station, w/d & gym, nr td garden",Downtown,42.365947,-71.063473,Entire home/apt,168.0,32,0,NA,1.79,352,234,0,NA,1.79
2602,807831116103142653,Cozy Apartment in Dorchester.,Dorchester,42.28358,-71.07115,Entire home/apt,153.0,29,10,2023-11-19,0.52,3,213,0,STR-528025,0.52
2603,808444636427902432,Classic Private Room #1234 D,Allston,42.35782702776623,-71.13374656380914,Private room,184.68,91,0,NA,1.79,116,363,0,NA,1.79
2604,808445812052017169,Practical Private Room #834 F,Allston,42.3562196160665,-71.1303264797348,Private room,48.0,91,0,NA,1.79,116,115,0,NA,1.79
2605,808446592408939266,Convenient Private Room #726 B,Allston,42.35892044142159,-71.1312389941889,Private room,60.0,91,0,NA,1.79,116,363,0,NA,1.79
2606,808446788230276591,Practical Private Room #502 D,Allston,42.35973,-71.13257,Private room,46.0,91,0,NA,1.79,116,363,0,NA,1.79
2607,808605340132686770,Boston Historical Urban Oasis,Allston,42.36003795522229,-71.12327506728496,Entire home/apt,363.0,1,45,2024-12-14,1.98,2,338,25,STR-519533,1.98
